variant_name,prompt_variant,model_variant,sample_count,layer_row_count,macro_iou,macro_dice,macro_precision,macro_recall,macro_soft_iou,macro_alpha_mae,empty_layer_rate,full_layer_rate,multi_layer_overlap_fraction,mean_pairwise_overlap_fraction,composite_rgb_mae,composite_rgb_psnr,model_variant_type,checkpoint_name,bg_iou,bg_dice,bg_soft_iou,bg_alpha_mae,bg_pred_coverage,bg_target_coverage,bg_coverage_ratio,hair_iou,hair_dice,hair_soft_iou,hair_alpha_mae,hair_pred_coverage,hair_target_coverage,hair_coverage_ratio,face_iou,face_dice,face_soft_iou,face_alpha_mae,face_pred_coverage,face_target_coverage,face_coverage_ratio
base_model,default,base_model,32,96,0.24612054516271345,0.35468150881844007,0.26628128503296983,0.6635075178708888,0.24690211493183475,0.5461402223445475,0.14583333333333334,0.5208333333333334,0.8108099365234376,0.371315663655599,0.014108442061115056,34.150761804703095,base,,0.3229416781884361,0.47361459594648586,0.32271029886692093,0.6760386293753982,0.991446533203125,0.32813285827636723,3.878907020617037,0.16071042883532805,0.23920578738917136,0.16214511478007215,0.5028768731281161,0.470660400390625,0.3087372589111328,1.8440987159246998,0.2547095284643762,0.3512241431196631,0.2558509311485111,0.45950516453012824,0.5002715301513673,0.3714115905761719,1.384870762687492
checkpoint_50,default,checkpoint_50,32,96,0.2546659394968897,0.3631984069049456,0.2711001393120133,0.6774913035851577,0.2554048525789569,0.5425055723171681,0.15625,0.53125,0.8223935699462891,0.384507319132487,0.013954556954558939,34.333243758897645,lora,checkpoint-50,0.32294007897273813,0.4736155372784171,0.3227153164415939,0.6760295983403921,0.9914443969726563,0.32813285827636723,3.87893197171981,0.16104497225194414,0.2364853972083464,0.1623896457570085,0.5020377901382744,0.47819366455078127,0.3087372589111328,1.8580647509422923,0.28001276726598695,0.3794942862280733,0.2811095955382683,0.4494493284728378,0.5183197021484375,0.3714115905761719,1.4284561079973042
